id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;asal_skor
MHS3764;1;1;1;9238;1;1;134.0;1;1;19;4;9;129.8;0;0;0;1;0;1;20;0;0;6;6;6;11.666666666666666;0;0;6;8;6;11.166666666666666;0;15.5;2.8;-4.06;Graduate;0.0398;Aman;0.033;Aman;data uji
MHS3765;1;17;1;9238;1;1;125.0;1;19;38;3;7;114.9;0;0;0;1;0;1;19;0;0;6;13;6;11.5;0;0;6;9;5;12.2;0;11.1;0.6;2.02;Graduate;0.0503;Aman;0.0432;Aman;validasi silang
MHS3766;1;1;1;9500;1;1;141.0;1;37;38;6;6;125.6;1;0;0;1;0;1;22;0;0;7;9;6;13.081666666666669;0;0;8;12;6;13.15;0;11.1;0.6;2.02;Graduate;0.0188;Aman;0.0687;Aman;data uji
MHS3767;1;18;3;9070;1;1;138.0;1;38;37;9;7;125.1;1;0;0;1;0;1;19;0;0;6;6;6;12.666666666666666;0;0;6;6;6;13.0;0;15.5;2.8;-4.06;Graduate;0.0762;Aman;0.0385;Aman;validasi silang
MHS3768;1;17;1;9773;1;1;116.0;1;37;1;9;8;115.7;1;0;1;0;0;0;19;0;0;6;6;3;11.333333333333334;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout;0.9571;Kritis;0.9795;Kritis;validasi silang
MHS3769;1;1;3;9853;1;1;122.0;1;3;3;2;2;112.6;1;0;0;1;0;0;23;0;0;6;8;5;13.6;0;0;6;8;5;11.6;0;7.6;2.6;0.32;Enrolled;0.4724;Prioritas;0.1414;Aman;mahasiswa aktif
MHS3770;1;1;3;9773;1;1;131.0;1;1;1;4;4;127.2;1;0;0;1;0;1;18;0;0;6;6;6;13.166666666666666;0;0;6;7;5;13.2;0;12.4;0.5;1.79;Dropout;0.1021;Aman;0.2027;Aman;data uji
MHS3771;1;44;1;9130;1;39;140.0;1;1;19;4;8;140.0;0;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout;0.4889;Prioritas;0.9788;Kritis;validasi silang
MHS3772;1;44;1;9003;1;39;140.0;1;1;1;4;3;140.0;1;0;0;1;0;0;20;0;0;6;10;5;11.666666666666666;0;0;6;7;5;12.6;0;12.4;0.5;1.79;Graduate;0.2637;Prioritas;0.0725;Aman;validasi silang
MHS3773;1;1;4;9238;1;1;127.0;1;1;38;9;7;120.4;1;0;0;1;0;1;19;0;0;6;6;6;13.5;0;0;6;7;6;13.428571428571429;0;11.1;0.6;2.02;Graduate;0.0376;Aman;0.0367;Aman;validasi silang
MHS3774;1;39;1;9085;1;19;133.1;1;37;37;9;9;100.0;1;0;1;0;0;1;26;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;Dropout;0.9414;Kritis;0.9789;Kritis;validasi silang
MHS3775;1;1;1;9238;1;1;117.0;1;1;19;4;7;113.5;1;0;0;1;0;1;18;0;0;6;6;6;13.166666666666666;0;0;6;7;6;14.142857142857142;0;11.1;0.6;2.02;Graduate;0.0347;Aman;0.0375;Aman;validasi silang
MHS3776;1;1;1;9085;1;1;150.0;1;37;37;4;9;132.1;1;0;1;1;0;0;29;0;4;5;11;4;12.5;2;1;5;11;2;12.5;0;12.7;3.7;-1.7;Dropout;0.4422;Prioritas;0.9551;Kritis;validasi silang
MHS3777;1;44;1;9003;1;39;160.0;1;3;1;2;6;160.0;1;0;0;0;0;0;20;0;0;6;10;6;13.375;0;0;6;10;6;13.0;0;16.2;0.3;-0.92;Graduate;0.7862;Kritis;0.5921;Prioritas;validasi silang
MHS3778;1;1;1;9070;1;1;128.0;1;19;2;7;3;126.3;1;0;0;1;0;0;19;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.666666666666666;0;15.5;2.8;-4.06;Graduate;0.4026;Prioritas;0.0343;Aman;validasi silang
MHS3779;1;44;1;9085;1;39;160.0;1;1;1;4;4;160.0;1;0;0;1;0;0;23;0;1;6;12;4;13.4;0;1;6;17;2;13.5;0;12.4;0.5;1.79;Enrolled;0.3359;Prioritas;0.9668;Kritis;mahasiswa aktif
MHS3780;1;43;1;9556;1;1;126.0;1;2;3;3;2;100.0;0;0;0;1;0;0;25;0;2;7;10;3;13.0;0;1;8;10;3;11.666666666666666;4;10.8;1.4;1.74;Enrolled;0.2831;Prioritas;0.9638;Kritis;mahasiswa aktif
MHS3781;1;18;1;9500;1;1;135.0;1;3;3;1;1;125.8;1;0;0;1;0;0;18;0;0;8;8;7;13.154285714285717;0;0;8;8;7;13.154285714285717;0;10.8;1.4;1.74;Graduate;0.2198;Aman;0.0346;Aman;validasi silang
MHS3782;1;1;3;9070;1;1;139.0;1;1;38;4;7;142.2;1;0;0;1;0;1;19;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.833333333333334;0;9.4;-0.8;-3.12;Graduate;0.0291;Aman;0.0488;Aman;validasi silang
MHS3783;1;17;2;9853;1;1;125.0;1;1;19;5;5;119.4;1;0;0;1;0;0;18;0;0;7;10;7;12.142857142857142;0;0;7;7;7;13.142857142857142;0;12.4;0.5;1.79;Graduate;0.5801;Prioritas;0.0679;Aman;validasi silang
MHS3784;1;1;2;9500;1;1;106.0;1;1;19;4;4;106.4;1;0;0;1;0;1;19;0;0;7;9;5;13.34;0;0;7;9;6;12.385714285714286;0;12.4;0.5;1.79;Enrolled;0.0504;Aman;0.1046;Aman;mahasiswa aktif
MHS3785;1;7;1;8014;0;40;120.0;1;37;19;9;3;120.0;0;0;0;1;0;0;36;0;6;10;15;4;13.0;0;5;9;10;4;13.75;0;8.9;1.4;3.51;Dropout;0.2223;Prioritas;0.9294;Kritis;validasi silang
MHS3786;1;44;1;9003;1;39;150.0;1;1;38;4;9;150.0;0;0;0;1;1;1;20;0;0;6;18;3;12.0;0;0;6;17;3;11.666666666666666;0;15.5;2.8;-4.06;Enrolled;0.1213;Aman;0.8866;Kritis;mahasiswa aktif
MHS3787;1;17;2;171;1;1;130.0;41;1;1;2;3;148.6;1;0;0;1;1;0;20;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Dropout;0.3817;Prioritas;0.227;Aman;data uji
MHS3788;1;1;1;9238;1;1;116.0;1;38;38;9;8;108.7;1;0;0;1;1;0;18;0;0;6;9;5;11.0;0;0;6;12;0;0.0;0;11.1;0.6;2.02;Dropout;0.1764;Aman;0.9788;Kritis;validasi silang
MHS3789;1;44;1;9003;1;39;130.0;1;3;1;4;6;130.0;0;0;0;1;1;0;19;0;0;6;8;5;11.5;0;0;6;11;6;11.333333333333334;0;12.4;0.5;1.79;Enrolled;0.2972;Prioritas;0.0653;Aman;mahasiswa aktif
MHS3790;1;17;1;9238;1;1;140.0;1;1;44;4;2;124.6;1;0;1;0;1;0;20;0;3;9;9;3;13.333333333333334;0;2;6;6;2;12.5;0;8.9;1.4;3.51;Dropout;0.9459;Kritis;0.9792;Kritis;data uji
MHS3791;1;1;2;9500;1;1;134.0;1;19;19;4;7;131.0;1;0;0;1;1;0;18;0;0;7;9;7;14.594444444444443;0;0;8;10;8;13.472;0;15.5;2.8;-4.06;Graduate;0.2617;Prioritas;0.0369;Aman;validasi silang
MHS3792;1;44;1;9130;1;39;130.0;1;3;1;3;6;130.0;1;0;1;1;1;0;20;0;2;6;9;4;11.0;0;1;6;13;3;10.666666666666666;0;12.4;0.5;1.79;Dropout;0.809;Kritis;0.9754;Kritis;validasi silang
MHS3793;1;18;1;9119;1;1;122.0;1;19;1;90;3;116.1;1;0;1;0;1;0;24;0;0;5;8;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;0.9958;Kritis;0.9795;Kritis;validasi silang
MHS3794;1;17;1;9773;1;1;128.0;1;19;38;5;7;125.6;1;0;0;1;1;0;19;0;0;6;6;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout;0.4697;Prioritas;0.9799;Kritis;validasi silang
MHS3795;1;17;1;9119;1;1;130.0;1;19;19;7;9;121.3;1;0;0;1;1;0;18;0;0;5;9;1;12.0;0;0;5;10;2;12.0;3;7.6;2.6;0.32;Dropout;0.715;Kritis;0.9737;Kritis;validasi silang
MHS3796;1;1;3;9119;1;1;113.0;1;4;38;2;7;107.4;1;0;0;1;1;0;18;0;0;5;8;5;14.0;0;0;5;6;5;13.2;0;8.9;1.4;3.51;Graduate;0.6699;Kritis;0.0655;Aman;validasi silang
MHS3797;1;1;1;9254;1;1;126.0;1;1;19;4;4;116.9;0;0;0;1;1;0;18;0;0;6;8;6;13.571428571428571;0;0;6;7;5;11.8;0;8.9;1.4;3.51;Graduate;0.4811;Prioritas;0.0432;Aman;validasi silang
MHS3798;1;43;2;9670;1;1;135.0;1;3;19;1;7;123.5;1;0;0;1;1;0;22;0;0;6;12;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout;0.4666;Prioritas;0.9801;Kritis;data uji
MHS3799;1;1;1;9670;1;1;141.0;1;19;38;9;9;130.5;0;0;0;1;1;0;19;0;0;6;8;6;14.25;0;0;6;7;6;13.857142857142858;0;11.1;0.6;2.02;Graduate;0.2886;Prioritas;0.0335;Aman;validasi silang
MHS3800;2;39;1;9085;1;12;133.1;1;1;39;5;3;140.0;1;0;1;0;0;0;32;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;Dropout;0.9816;Kritis;0.9795;Kritis;validasi silang
MHS3801;1;17;1;9853;1;1;133.1;1;34;19;0;3;117.1;1;0;0;1;0;1;21;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout;0.6101;Prioritas;0.9801;Kritis;data uji
MHS3802;1;18;1;9500;1;1;144.0;1;37;37;6;6;127.5;1;0;0;1;0;1;19;0;0;8;8;7;13.542857142857144;0;0;8;8;7;13.542857142857144;0;12.7;3.7;-1.7;Graduate;0.056;Aman;0.0266;Aman;validasi silang
MHS3803;4;43;1;8014;0;1;140.0;1;38;37;9;9;126.0;0;0;0;1;0;1;39;0;3;9;9;9;13.11111111111111;0;2;7;10;7;11.714285714285714;0;12.7;3.7;-1.7;Graduate;0.0557;Aman;0.0356;Aman;validasi silang
MHS3804;1;43;1;8014;0;10;100.0;1;34;34;0;0;113.0;1;0;0;1;0;0;30;0;3;9;11;9;12.666666666666666;0;2;7;7;7;12.142857142857142;0;7.6;2.6;0.32;Graduate;0.4943;Prioritas;0.0497;Aman;validasi silang
MHS3805;1;1;1;9147;1;1;135.0;1;1;19;5;5;130.1;1;0;0;1;0;0;18;0;0;5;10;4;10.75;1;0;5;13;2;10.0;0;9.4;-0.8;-3.12;Dropout;0.2673;Prioritas;0.9178;Kritis;validasi silang
MHS3806;2;43;1;9991;0;1;130.0;1;37;37;9;9;110.0;1;0;0;1;0;0;38;0;4;10;14;4;10.75;0;2;10;10;2;10.0;0;7.6;2.6;0.32;Dropout;0.2904;Prioritas;0.9725;Kritis;validasi silang
MHS3807;1;1;3;9070;1;1;147.0;1;34;37;5;7;135.8;1;0;0;1;0;0;20;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;9.4;-0.8;-3.12;Graduate;0.326;Prioritas;0.037;Aman;data uji
MHS3808;1;39;1;8014;0;19;149.0;1;34;34;0;0;126.3;0;0;0;1;0;0;55;0;0;6;6;6;13.833333333333334;0;1;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate;0.7375;Kritis;0.0438;Aman;validasi silang
MHS3809;4;27;1;9070;1;2;130.0;1;34;34;0;0;130.0;0;0;0;1;0;0;53;0;15;18;18;17;13.176470588235292;0;13;18;18;16;13.0;0;7.6;2.6;0.32;Dropout;0.8201;Kritis;0.0922;Aman;validasi silang
MHS3810;2;39;1;8014;0;1;120.0;1;34;34;0;0;104.0;0;0;0;1;0;0;54;0;0;6;8;4;12.75;0;0;6;12;5;12.6;0;7.6;2.6;0.32;Dropout;0.6637;Kritis;0.2267;Aman;data uji
MHS3811;1;43;1;9500;1;1;125.0;1;37;37;9;7;123.6;1;0;0;1;0;1;18;0;0;7;8;5;12.86;0;0;7;8;5;12.86;0;7.6;2.6;0.32;Enrolled;0.036;Aman;0.1883;Aman;mahasiswa aktif
MHS3812;1;39;1;8014;0;1;133.1;1;37;37;9;8;121.0;0;0;1;0;0;0;44;0;2;8;12;4;12.0;2;2;7;9;4;12.0;2;8.9;1.4;3.51;Dropout;0.9456;Kritis;0.9694;Kritis;validasi silang
MHS3813;1;43;1;9238;1;1;149.0;1;37;37;9;6;130.5;1;0;0;1;0;0;28;0;8;11;11;9;11.666666666666666;0;8;11;13;9;12.555555555555555;0;10.8;1.4;1.74;Graduate;0.1112;Aman;0.2771;Aman;validasi silang
MHS3814;1;7;1;8014;0;43;180.0;1;19;19;9;4;180.0;0;0;0;1;0;0;37;0;12;14;14;14;16.5;0;8;11;11;11;16.90909090909091;0;8.9;1.4;3.51;Graduate;0.1486;Aman;0.0454;Aman;validasi silang
MHS3815;1;43;1;9238;1;1;110.0;1;14;14;90;90;112.5;1;0;0;1;0;0;20;0;8;10;14;9;12.333333333333334;0;3;7;10;7;11.77777777777778;0;7.6;2.6;0.32;Graduate;0.3586;Prioritas;0.0761;Aman;data uji
MHS3816;1;1;3;9500;1;1;131.0;1;19;3;3;2;126.1;1;0;0;1;0;0;18;0;0;7;8;7;12.59125;0;0;8;11;7;12.820000000000002;0;15.5;2.8;-4.06;Enrolled;0.1301;Aman;0.0582;Aman;mahasiswa aktif
MHS3817;1;1;1;9238;1;1;117.0;1;19;19;9;9;111.8;1;0;0;1;1;0;19;0;0;6;9;4;11.5;0;0;6;12;3;11.0;0;8.9;1.4;3.51;Dropout;0.1861;Aman;0.9673;Kritis;data uji
MHS3818;1;17;1;9003;1;1;120.0;1;38;37;5;9;131.4;1;0;0;1;1;1;23;0;17;18;19;18;11.894736842105264;0;12;13;13;13;12.923076923076923;0;15.5;2.8;-4.06;Graduate;0.1543;Aman;0.0377;Aman;validasi silang
MHS3819;1;17;1;9238;1;1;160.0;1;19;37;6;6;144.3;0;0;0;1;1;0;22;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout;0.2009;Aman;0.9789;Kritis;validasi silang
MHS3820;1;39;1;9254;1;1;100.0;1;3;19;3;5;115.0;0;0;0;0;1;0;24;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout;0.9649;Kritis;0.9796;Kritis;validasi silang
MHS3821;1;44;1;9003;1;39;140.0;1;4;4;4;2;120.0;1;0;0;1;1;0;22;0;0;6;13;5;13.0;0;0;6;13;2;11.5;0;12.4;0.5;1.79;Enrolled;0.4335;Prioritas;0.9662;Kritis;mahasiswa aktif
MHS3822;1;39;1;9003;1;1;160.0;1;1;38;5;6;168.6;0;0;0;1;1;0;26;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;Dropout;0.2244;Prioritas;0.9795;Kritis;validasi silang
MHS3823;1;17;6;9773;1;1;141.0;1;37;37;5;5;127.7;1;0;0;1;1;0;18;0;0;6;6;6;15.166666666666666;0;0;6;6;6;14.833333333333334;0;9.4;-0.8;-3.12;Graduate;0.5399;Prioritas;0.0555;Aman;validasi silang
MHS3824;1;44;1;9130;1;39;130.0;1;38;19;9;9;150.0;0;0;0;1;1;0;24;0;2;6;8;4;11.75;0;1;6;8;2;13.5;0;11.1;0.6;2.02;Dropout;0.5478;Prioritas;0.9734;Kritis;validasi silang
MHS3825;1;1;1;9119;1;1;142.0;1;1;38;4;3;129.8;1;0;0;1;1;0;18;0;0;5;5;0;0.0;0;0;5;6;1;15.0;0;10.8;1.4;1.74;Enrolled;0.5759;Prioritas;0.9763;Kritis;mahasiswa aktif
MHS3826;1;1;1;171;1;1;130.0;1;1;38;7;8;135.6;1;0;0;1;1;0;26;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Dropout;0.3785;Prioritas;0.515;Prioritas;validasi silang
MHS3827;1;39;1;9254;1;19;133.1;1;37;37;9;4;100.0;0;0;0;1;1;0;27;0;0;6;11;3;11.333333333333334;0;0;6;10;3;14.75;0;16.2;0.3;-0.92;Dropout;0.865;Kritis;0.9715;Kritis;validasi silang
MHS3828;1;44;1;9003;1;39;140.0;1;37;37;9;6;140.0;1;0;0;1;1;1;20;0;0;6;10;5;12.6;0;0;6;6;5;13.2;0;12.4;0.5;1.79;Graduate;0.0895;Aman;0.0618;Aman;validasi silang
MHS3829;1;1;1;9119;1;1;129.0;1;12;1;4;10;124.1;1;0;0;1;1;0;19;0;0;5;10;0;0.0;0;0;5;10;1;14.0;3;7.6;2.6;0.32;Dropout;0.6084;Prioritas;0.9747;Kritis;validasi silang
MHS3830;1;1;1;9085;1;1;148.0;1;38;38;4;9;131.6;0;0;0;1;1;1;18;0;0;6;8;6;15.5;0;0;6;9;4;15.5;0;11.1;0.6;2.02;Dropout;0.0609;Aman;0.177;Aman;validasi silang
MHS3831;1;1;3;9500;1;1;143.0;1;1;1;4;4;129.0;1;0;0;1;1;0;18;0;0;8;8;7;12.365714285714288;0;0;8;8;7;12.365714285714288;0;10.8;1.4;1.74;Graduate;0.2762;Prioritas;0.037;Aman;validasi silang
MHS3832;1;17;1;9670;1;1;128.0;1;37;37;9;9;135.7;1;0;0;1;1;0;19;0;0;6;7;5;13.2;0;0;6;10;5;13.25;0;10.8;1.4;1.74;Enrolled;0.3349;Prioritas;0.1598;Aman;mahasiswa aktif
MHS3833;1;43;1;9070;1;1;100.0;1;37;37;9;9;108.0;1;0;0;1;1;0;34;0;7;12;12;7;11.428571428571429;0;4;12;12;7;11.857142857142858;0;7.6;2.6;0.32;Enrolled;0.3422;Prioritas;0.881;Kritis;mahasiswa aktif
MHS3834;1;1;1;9238;1;1;116.0;1;38;19;8;10;110.8;1;0;0;1;1;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;Dropout;0.4098;Prioritas;0.9798;Kritis;data uji
MHS3835;1;1;1;9773;1;1;128.0;1;1;19;4;4;124.5;0;0;0;1;1;1;19;0;0;6;10;4;14.0;0;0;6;9;6;12.333333333333334;0;9.4;-0.8;-3.12;Graduate;0.1233;Aman;0.0638;Aman;validasi silang
MHS3836;2;39;1;9003;1;1;120.0;1;2;2;1;4;100.0;0;0;0;1;1;0;30;0;3;12;12;3;12.0;0;5;12;16;5;11.8;0;15.5;2.8;-4.06;Dropout;0.7021;Kritis;0.9581;Kritis;validasi silang
MHS3837;1;43;1;9773;1;1;121.0;1;1;3;9;3;123.8;0;0;0;0;1;0;22;0;0;4;4;0;0.0;4;0;5;8;3;12.0;0;10.8;1.4;1.74;Dropout;0.8833;Kritis;0.9619;Kritis;validasi silang
MHS3838;1;17;1;9147;1;1;137.0;1;3;38;1;9;131.4;0;0;0;0;1;0;19;0;0;5;13;4;10.0;0;0;5;7;3;11.333333333333334;0;15.5;2.8;-4.06;Dropout;0.9445;Kritis;0.9722;Kritis;validasi silang
MHS3839;1;1;1;9147;1;1;115.0;1;38;1;9;8;118.5;0;0;0;1;1;0;21;0;0;5;9;1;10.0;0;0;5;10;1;10.0;0;7.6;2.6;0.32;Dropout;0.3764;Prioritas;0.9796;Kritis;validasi silang
MHS3840;1;1;2;171;1;1;129.0;1;37;37;9;9;122.0;1;0;0;0;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout;0.9104;Kritis;0.8484;Kritis;validasi silang
MHS3841;1;1;1;9254;1;1;125.0;1;37;37;9;9;122.9;0;0;0;1;1;1;19;0;0;6;7;6;11.166666666666666;0;0;6;12;3;11.666666666666666;0;10.8;1.4;1.74;Enrolled;0.1637;Aman;0.5924;Prioritas;mahasiswa aktif
MHS3842;1;1;1;9238;1;1;125.0;1;19;38;7;7;118.7;0;0;0;1;1;0;20;0;0;6;12;4;11.75;0;0;6;13;3;11.333333333333334;0;15.5;2.8;-4.06;Enrolled;0.3007;Prioritas;0.9625;Kritis;mahasiswa aktif
MHS3843;1;39;1;9003;1;19;133.1;1;3;1;2;8;100.0;1;0;0;1;1;0;35;0;0;6;13;3;11.75;0;0;6;10;0;0.0;0;13.9;-0.3;0.79;Dropout;0.699;Kritis;0.979;Kritis;validasi silang
MHS3844;1;16;2;9147;1;1;131.0;1;37;37;9;9;135.9;1;0;0;1;1;0;20;0;0;5;8;1;10.0;0;0;5;7;1;11.0;0;7.6;2.6;0.32;Dropout;0.4104;Prioritas;0.9782;Kritis;validasi silang
MHS3845;1;1;1;9130;1;1;133.1;1;6;11;4;5;138.4;0;0;0;1;1;0;21;0;0;5;8;3;14.0;0;0;5;5;5;12.8;0;7.6;2.6;0.32;Graduate;0.4301;Prioritas;0.0684;Aman;validasi silang
MHS3846;1;39;1;9085;1;12;133.1;1;34;34;99;99;128.2;0;0;1;0;1;0;27;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;0.9972;Kritis;0.9788;Kritis;validasi silang
MHS3847;1;43;1;9773;1;1;114.0;1;37;38;9;5;107.4;1;0;0;0;1;0;26;0;0;6;12;3;12.0;0;0;6;15;0;0.0;0;9.4;-0.8;-3.12;Dropout;0.9343;Kritis;0.9795;Kritis;validasi silang
MHS3848;1;17;1;9773;1;1;127.0;1;1;33;3;3;129.8;0;0;0;0;1;0;20;0;0;6;10;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout;0.9038;Kritis;0.9795;Kritis;validasi silang
MHS3849;1;39;1;9003;1;1;130.0;1;37;37;6;6;100.0;0;0;1;0;1;0;28;0;4;10;19;8;11.88888888888889;0;2;8;17;5;11.6;1;15.5;2.8;-4.06;Dropout;0.9731;Kritis;0.9636;Kritis;validasi silang
MHS3850;1;1;3;9773;1;1;121.0;1;19;38;9;7;113.0;1;0;0;1;1;0;19;0;0;6;6;6;13.833333333333334;0;0;6;6;6;13.666666666666666;0;11.1;0.6;2.02;Graduate;0.3621;Prioritas;0.033;Aman;data uji
MHS3851;1;43;1;9991;0;1;120.0;1;37;19;9;9;107.0;0;0;0;0;1;0;47;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout;0.968;Kritis;0.9798;Kritis;validasi silang
MHS3852;4;39;1;9773;1;12;120.0;1;37;37;4;9;130.0;0;0;0;0;1;0;55;0;0;6;8;5;11.4;0;0;6;9;5;12.4;0;10.8;1.4;1.74;Dropout;0.9779;Kritis;0.9291;Kritis;validasi silang
MHS3853;1;43;1;9003;1;1;120.0;1;37;37;5;9;120.0;1;0;0;1;1;0;39;0;0;6;8;0;0.0;0;1;6;8;2;11.0;0;16.2;0.3;-0.92;Dropout;0.4855;Prioritas;0.9764;Kritis;validasi silang
MHS3854;2;1;1;9003;1;1;120.0;1;37;37;9;9;120.5;1;0;1;1;1;0;35;0;14;17;17;14;10.642857142857142;1;12;12;12;12;10.666666666666666;0;15.5;2.8;-4.06;Dropout;0.4802;Prioritas;0.2288;Aman;data uji
MHS3855;1;39;1;9238;1;1;133.1;1;37;29;0;4;120.5;0;0;0;0;1;0;32;0;0;6;10;2;11.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout;0.9724;Kritis;0.9795;Kritis;validasi silang
MHS3856;1;1;4;9773;1;1;124.0;1;3;12;2;9;137.0;1;0;0;1;1;0;20;0;0;6;6;6;16.833333333333332;0;0;6;6;6;16.666666666666668;0;8.9;1.4;3.51;Graduate;0.2472;Prioritas;0.0742;Aman;data uji
MHS3857;1;39;1;9254;1;1;150.0;1;37;37;9;9;115.0;0;0;0;1;1;0;36;0;0;6;8;6;13.571428571428571;0;0;6;9;5;13.2;0;12.7;3.7;-1.7;Graduate;0.771;Kritis;0.1456;Aman;validasi silang
MHS3858;1;39;1;9991;0;19;133.1;1;38;19;9;10;142.7;0;0;1;1;1;1;34;0;0;5;11;5;14.714285714285714;0;0;5;14;5;14.375;5;16.2;0.3;-0.92;Graduate;0.6355;Prioritas;0.1669;Aman;validasi silang
MHS3859;1;1;1;9670;1;1;116.0;1;38;19;0;2;116.7;1;0;0;1;1;0;21;0;0;5;8;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;0.4647;Prioritas;0.9787;Kritis;validasi silang
MHS3860;1;43;1;9991;0;1;133.1;1;37;19;3;10;136.1;0;0;0;1;1;1;42;0;0;5;14;1;10.0;0;0;5;14;1;11.0;0;13.9;-0.3;0.79;Dropout;0.1791;Aman;0.9608;Kritis;data uji
MHS3861;1;39;1;9003;1;19;133.1;1;37;19;9;7;134.3;0;0;0;1;1;0;25;0;0;6;15;1;11.0;0;0;6;13;4;11.75;0;12.4;0.5;1.79;Dropout;0.4055;Prioritas;0.9666;Kritis;validasi silang
MHS3862;1;18;1;9773;1;1;167.0;1;38;38;6;7;153.0;1;0;0;1;1;1;18;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout;0.056;Aman;0.9712;Kritis;validasi silang
MHS3863;1;1;1;9773;1;1;140.0;1;19;38;9;9;132.0;0;0;0;1;1;1;18;0;0;6;6;5;12.0;0;0;6;6;6;12.833333333333334;0;12.7;3.7;-1.7;Graduate;0.1468;Aman;0.0434;Aman;validasi silang
MHS3864;1;1;2;9238;1;1;124.0;1;38;19;9;7;129.6;1;0;0;1;1;0;19;0;0;6;10;6;11.125;0;0;6;7;6;11.857142857142858;0;7.6;2.6;0.32;Graduate;0.1658;Aman;0.0475;Aman;validasi silang
MHS3865;1;43;1;9085;1;1;110.0;1;3;19;4;6;105.0;0;0;1;0;1;0;34;0;2;6;13;3;11.333333333333334;0;0;6;8;2;11.5;0;13.9;-0.3;0.79;Dropout;0.9805;Kritis;0.9791;Kritis;validasi silang
MHS3866;1;17;2;9773;1;1;150.0;1;1;1;4;5;130.8;0;0;0;1;1;0;20;0;0;6;15;2;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout;0.4557;Prioritas;0.9781;Kritis;validasi silang
MHS3867;1;1;1;9500;1;1;123.0;1;37;37;7;7;119.7;0;0;0;1;1;0;20;0;0;7;8;0;0.0;1;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout;0.3068;Prioritas;0.9788;Kritis;validasi silang
MHS3868;1;17;1;9500;1;1;152.0;1;19;19;4;9;132.5;0;0;0;1;1;0;21;0;0;8;8;7;14.54;0;0;8;8;7;14.54;0;10.8;1.4;1.74;Graduate;0.2906;Prioritas;0.0434;Aman;validasi silang
MHS3869;1;44;1;9003;1;39;130.0;1;1;19;3;10;130.0;1;0;0;1;1;0;19;0;0;6;9;6;12.166666666666666;0;0;6;14;4;13.0;0;12.4;0.5;1.79;Graduate;0.331;Prioritas;0.1324;Aman;validasi silang
