id_mahasiswa;Course;Age_at_enrollment;Gender;Debtor;Tuition_fees_up_to_date;Scholarship_holder;program_studi;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;kenaikan_risiko
MHS0720;9500;18;0;0;1;0;Keperawatan;0.0959;Aman;0.0406;Aman;-0.0553
MHS0410;9500;27;1;0;1;0;Keperawatan;0.3419;Prioritas;0.0405;Aman;-0.3014
MHS0045;9070;18;0;0;1;0;Desain Komunikasi;0.2171;Aman;0.0402;Aman;-0.1769
MHS0697;9670;18;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1682;Aman;0.0402;Aman;-0.128
MHS0717;9991;38;0;0;1;1;Manajemen (kelas malam);0.0941;Aman;0.0401;Aman;-0.054
MHS0286;8014;54;1;0;1;0;Pekerjaan Sosial (kelas malam);0.2444;Prioritas;0.0399;Aman;-0.2045
MHS0645;9070;19;1;0;1;0;Desain Komunikasi;0.2189;Aman;0.0397;Aman;-0.1792
MHS0067;9500;20;0;0;1;0;Keperawatan;0.4578;Prioritas;0.0393;Aman;-0.4185
MHS0328;9147;18;0;0;1;1;Manajemen;0.0875;Aman;0.0388;Aman;-0.0487
MHS0036;9991;26;0;0;1;1;Manajemen (kelas malam);0.1402;Aman;0.0379;Aman;-0.1023
MHS0437;171;21;1;0;1;0;Desain Animasi dan Multimedia;0.1647;Aman;0.0373;Aman;-0.1274
MHS0764;9500;20;1;0;1;0;Keperawatan;0.238;Prioritas;0.0372;Aman;-0.2008
MHS0650;9500;18;1;0;1;0;Keperawatan;0.3225;Prioritas;0.037;Aman;-0.2855
MHS0201;9500;45;0;0;1;0;Keperawatan;0.3256;Prioritas;0.0368;Aman;-0.2888
MHS0449;9130;18;0;0;1;1;Manajemen Kuda;0.0908;Aman;0.0353;Aman;-0.0555
MHS0232;9130;20;0;0;1;0;Manajemen Kuda;0.3581;Prioritas;0.0351;Aman;-0.323
MHS0471;9500;19;1;0;1;0;Keperawatan;0.1927;Aman;0.0343;Aman;-0.1584
MHS0148;9070;20;0;0;1;0;Desain Komunikasi;0.2046;Aman;0.0342;Aman;-0.1704
MHS0177;9070;18;0;0;1;1;Desain Komunikasi;0.0433;Aman;0.034;Aman;-0.0093
MHS0549;9773;19;0;0;1;0;Jurnalisme dan Komunikasi;0.1887;Aman;0.0335;Aman;-0.1552
MHS0508;9238;20;0;0;1;0;Pekerjaan Sosial;0.106;Aman;0.0329;Aman;-0.0731
MHS0106;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.3685;Prioritas;0.0318;Aman;-0.3367
MHS0759;9773;18;0;0;1;0;Jurnalisme dan Komunikasi;0.3115;Prioritas;0.0314;Aman;-0.2801
MHS0590;9500;18;0;0;1;0;Keperawatan;0.1478;Aman;0.0305;Aman;-0.1173
MHS0736;9500;24;0;0;1;1;Keperawatan;0.0582;Aman;0.0304;Aman;-0.0278
MHS0117;9500;18;0;0;1;0;Keperawatan;0.1266;Aman;0.0303;Aman;-0.0963
MHS0047;9070;18;0;0;1;0;Desain Komunikasi;0.2591;Prioritas;0.0296;Aman;-0.2295
MHS0046;9500;18;0;0;1;1;Keperawatan;0.0216;Aman;0.0287;Aman;0.0071
MHS0606;9500;19;0;0;1;1;Keperawatan;0.0364;Aman;0.0281;Aman;-0.0083
MHS0495;9500;20;0;0;1;0;Keperawatan;0.1631;Aman;0.0276;Aman;-0.1355
MHS0745;9500;18;0;0;1;1;Keperawatan;0.0415;Aman;0.0275;Aman;-0.014
MHS0287;9500;19;0;0;1;0;Keperawatan;0.1296;Aman;0.0274;Aman;-0.1022
